datetime,bias
2011-01-02 01:00:28.800000,3.3530999999999977
2011-01-02 01:59:31.200000,3.4116000000000071
2011-01-02 03:00:00,3.2688999999999879
2011-01-02 04:00:28.800000,3.0454000000000008
2011-01-02 04:59:31.200000,3.2220999999999975
2011-01-02 06:00:00,3.1800999999999959
2011-01-02 07:00:28.800000,3.2377000000000038
2011-01-02 07:59:31.200000,3.4953000000000003
2011-01-02 09:00:00,3.6535000000000082
2011-01-02 10:00:28.800000,3.9112999999999971
2011-01-02 10:59:31.200000,4.1501999999999981
2011-01-02 12:00:00,4.307699999999997
2011-01-02 13:00:28.800000,4.0657999999999959
2011-01-02 13:59:31.200000,3.8239999999999981
2011-01-02 15:00:00,3.7824999999999989
2011-01-02 16:00:28.800000,3.72229999999999
2011-01-02 16:59:31.200000,3.6805999999999983
2011-01-02 18:00:00,3.5395000000000039
2011-01-02 19:00:28.800000,3.2988
2011-01-02 19:59:31.200000,3.0578000000000003
2011-01-02 21:00:00,3.0163000000000011
2011-01-02 22:00:28.800000,2.8760999999999939
2011-01-02 22:59:31.200000,2.835400000000007
2011-01-03 00:00:00,2.5951000000000022
2011-01-03 01:00:28.800000,2.5544000000000011
2011-01-03 01:59:31.200000,2.441900000000004
2011-01-03 03:00:00,2.4295000000000044
2011-01-03 04:00:28.800000,2.3350999999999971
2011-01-03 04:59:31.200000,2.3408999999999907
2011-01-03 06:00:00,2.3288999999999902
2011-01-03 07:00:28.800000,2.5345999999999975
2011-01-03 07:59:31.200000,2.8228000000000009
2011-01-03 09:00:00,3.210400000000007
2011-01-03 10:00:28.800000,3.3164999999999907
2011-01-03 10:59:31.200000,3.5228000000000037
2011-01-03 12:00:00,3.6110000000000042
2011-01-03 13:00:28.800000,3.6174000000000035
2011-01-03 13:59:31.200000,3.7241999999999962
2011-01-03 15:00:00,3.4129000000000076
2011-01-03 16:00:28.800000,3.6380000000000052
2011-01-03 16:59:31.200000,3.2735999999999876
2011-01-03 18:00:00,3.2616999999999905
2011-01-03 19:00:28.800000,3.0512000000000086
2011-01-03 19:59:31.200000,3.0230000000000103
2011-01-03 21:00:00,3.0130000000000052
2011-01-03 22:00:28.800000,2.9677000000000078
2011-01-03 22:59:31.200000,2.840999999999994
2011-01-04 00:00:00,2.8322000000000003
2011-01-04 01:00:28.800000,2.5242999999999967
2011-01-04 01:59:31.200000,2.6200999999999937
2011-01-04 03:00:00,3.0348000000000042
2011-01-04 04:00:28.800000,2.8329999999999984
2011-01-04 04:59:31.200000,2.8494000000000028
2011-01-04 06:00:00,2.8674000000000035
2011-01-04 07:00:28.800000,2.9502000000000095
2011-01-04 07:59:31.200000,3.6688999999999936
2011-01-04 09:00:00,3.5885999999999996
