$Pumped Flows to Banks Lake 1/1/2011 to 12/31/15,,
,,
JDAY,QWD,
81.75,0,
81.792,0,
81.833,0,
81.875,22.7,
81.917,205.9,
81.958,220,
82,230.7,
82.042,256.1,
82.083,255.2,
82.125,256.1,
82.167,209.8,
82.208,0,
82.25,0,
82.292,0,
82.333,0,
82.375,0,
82.417,0,
82.458,0,
82.5,0,
82.542,0,
82.583,0,
82.625,0,
82.667,0,
82.708,0,
82.75,0,
82.792,0,
82.833,0,
82.875,50,
82.917,210.7,
82.958,210.7,
83,211.1,
83.042,211.1,
83.083,211.1,
83.125,211.1,
83.167,170.2,
83.208,0,
83.25,0,
83.292,0,
83.333,0,
83.375,0,
83.417,0,
83.458,0,
83.5,0,
83.542,0,
83.583,0,
83.625,0,
83.667,0,
83.708,0,
83.75,0,
83.792,0,
83.833,0,
83.875,70.1,
83.917,256.6,
83.958,255.7,
84,255,
84.042,255,
84.083,254.1,
84.125,254.1,
84.167,192.4,
84.208,0,
84.25,0,
84.292,0,
84.333,0,
84.375,0,
84.417,0,
84.458,0,
84.5,0,
84.542,0,
84.583,0,
84.625,0,
84.667,0,
84.708,0,
84.75,0,
84.792,0,
84.833,0,
84.875,63.5,
84.917,255,
84.958,255,
85,255.1,
85.042,255.1,
85.083,255.1,
85.125,255.1,
85.167,255.1,
85.208,213.4,
85.25,0,
85.292,0,
85.333,0,
85.375,0,
85.417,0,
85.458,0,
85.5,0,
85.542,0,
85.583,0,
85.625,0,
85.667,0,
85.708,0,
85.75,0,
85.792,0,
85.833,0,
85.875,23.6,
85.917,246,
85.958,255.1,
86,254.1,
86.042,254.1,
86.083,255,
86.125,255,
86.167,255,
86.208,255.9,
86.25,255,
86.292,255,
86.333,255,
86.375,254.1,
86.417,255.9,
86.458,255.9,
86.5,255.9,
86.542,255,
86.583,255.9,
86.625,255,
86.667,254.1,
86.708,254.1,
86.75,254.1,
86.792,254.1,
86.833,254.1,
86.875,255,
86.917,255,
86.958,255,
87,255.1,
87.042,255.1,
87.083,255.1,
87.125,255.1,
87.167,256,
87.208,213.2,
87.25,0,
87.292,0,
87.333,0,
87.375,0,
87.417,0,
87.458,0,
87.5,0,
87.542,0,
87.583,0,
87.625,0,
87.667,0,
87.708,0,
87.75,0,
87.792,0,
87.833,0,
87.875,0,
87.917,0,
87.958,0,
88,0,
88.042,0,
88.083,0,
88.125,0,
88.167,0,
88.208,0,
88.25,0,
88.292,0,
88.333,0,
88.375,0,
88.417,0,
88.458,0,
88.5,0,
88.542,0,
88.583,0,
88.625,0,
88.667,0,
88.708,0,
88.75,0,
88.792,0,
88.833,0,
88.875,0,
88.917,0,
88.958,0,
89,0,
89.042,0,
89.083,0,
89.125,0,
89.167,0,
89.208,0,
89.25,0,
89.292,0,
89.333,0,
89.375,0,
89.417,0,
89.458,0,
89.5,0,
89.542,0,
89.583,0,
89.625,0,
89.667,0,
89.708,0,
89.75,0,
89.792,0,
89.833,0,
89.875,0,
89.917,0,
89.958,0,
90,0,
90.042,0,
90.083,0,
90.125,0,
90.167,0,
90.208,0,
90.25,0,
90.292,0,
90.333,0,
90.375,0,
90.417,0,
90.458,0,
90.5,0,
90.542,4.3,
90.583,9.4,
90.625,0,
90.667,0,
90.708,0,
90.75,0,
90.792,0,
90.833,0,
90.875,0,
90.917,26.4,
90.958,234.5,
91,254.6,
91.042,254.6,
91.083,254.6,
91.125,254.6,
91.167,213.7,
91.208,0,
91.25,0,
91.292,0,
91.333,0,
91.375,0,
91.417,0,
91.458,10.9,
91.5,120,
91.542,120.9,
91.583,120.9,
91.625,120.9,
91.667,120.9,
91.708,120.9,
91.75,120.9,
91.792,120.9,
91.833,120.9,
91.875,120.9,
91.917,120.9,
91.958,120.9,
92,119.2,
92.042,119.2,
92.083,119.2,
92.125,119.2,
92.167,119.2,
92.208,119.2,
92.25,119.2,
92.292,119.2,
92.333,119.2,
92.375,119.2,
92.417,119.2,
92.458,119.2,
92.5,119.2,
92.542,119.2,
92.583,119.2,
92.625,119.2,
92.667,119.2,
92.708,119.2,
92.75,118.3,
92.792,119.2,
92.833,119.2,
92.875,119.2,
92.917,119.2,
92.958,119.2,
93,118.5,
93.042,119.4,
93.083,118.5,
93.125,119.4,
93.167,119.4,
93.208,118.5,
93.25,119.4,
93.292,118.5,
93.333,119.4,
93.375,119.4,
93.417,119.4,
93.458,119.4,
93.5,118.5,
93.542,119.4,
93.583,119.4,
93.625,119.4,
93.667,118.5,
93.708,119.4,
93.75,118.5,
93.792,118.5,
93.833,118.5,
93.875,118.5,
93.917,118.5,
93.958,118.5,
94,118,
94.042,118,
94.083,118,
94.125,118,
94.167,118,
94.208,118,
94.25,118,
94.292,118,
94.333,118,
94.375,118,
94.417,118,
94.458,118,
94.5,118,
94.542,118,
94.583,118,
94.625,118,
94.667,127.8,
94.708,248.5,
94.75,248.5,
94.792,248.5,
94.833,248.5,
94.875,248.5,
94.917,247.6,
94.958,248.5,
95,244.7,
95.042,244.7,
95.083,244.7,
95.125,244.7,
95.167,244.7,
95.208,216.5,
95.25,116.6,
95.292,116.6,
95.333,116.6,
95.375,116.6,
95.417,116.6,
95.458,260.6,
95.5,244.7,
95.542,244.7,
95.583,244.7,
95.625,247.4,
95.667,250,
95.708,244.7,
95.75,244.7,
95.792,243.8,
95.833,244.7,
95.875,244.7,
95.917,244.7,
95.958,244.7,
96,243.9,
96.042,243.9,
96.083,243,
96.125,243,
96.167,243,
96.208,243,
96.25,224.5,
96.292,116.2,
96.333,213.9,
96.375,254.4,
96.417,257.1,
96.458,243.9,
96.5,243.9,
96.542,243.9,
96.583,243,
96.625,243,
96.667,243,
96.708,254.4,
96.75,243,
96.792,242.1,
96.833,243,
96.875,243,
96.917,243,
96.958,242.1,
97,243.9,
97.042,243.9,
97.083,243.9,
97.125,243.9,
97.167,243.9,
97.208,243,
97.25,243,
97.292,243,
97.333,243.9,
97.375,323.4,
97.417,323.4,
97.458,323.4,
97.5,323.4,
97.542,323.4,
97.583,309.3,
97.625,243,
97.667,243,
97.708,243,
97.75,243,
97.792,243,
97.833,243,
97.875,243,
97.917,243,
97.958,243,
98,241.9,
98.042,241.9,
98.083,241.9,
98.125,241.9,
98.167,241.9,
98.208,241,
98.25,241,
98.292,241.9,
98.333,241.9,
98.375,241.9,
98.417,241.9,
98.458,241.9,
98.5,241.9,
98.542,241.9,
98.583,284.1,
98.625,321.1,
98.667,308.8,
98.708,205,
98.75,321.1,
98.792,319.3,
98.833,319.3,
98.875,319.3,
98.917,319.3,
98.958,320.2,
99,320.7,
99.042,320.7,
99.083,320.7,
99.125,320.7,
99.167,320.7,
99.208,320.7,
99.25,320.7,
99.292,320.7,
99.333,320.7,
99.375,320.7,
99.417,320.7,
99.458,322.5,
99.5,321.6,
99.542,321.6,
99.583,320.7,
99.625,320.7,
99.667,320.7,
99.708,320.7,
99.75,320.7,
99.792,319.8,
99.833,320.7,
99.875,320.7,
99.917,320.7,
99.958,319.8,
100,322.4,
100.042,321.5,
100.083,321.5,
100.125,321.5,
100.167,321.5,
100.208,321.5,
100.25,297.5,
100.292,194.5,
100.333,194.5,
100.375,194.5,
100.417,195.4,
100.458,195.4,
100.5,194.5,
100.542,195.4,
100.583,194.5,
100.625,194.5,
100.667,194.5,
100.708,194.5,
100.75,194.5,
100.792,194.5,
100.833,194.5,
100.875,194.5,
100.917,194.5,
100.958,194.5,
101,195.7,
101.042,195.7,
101.083,195.7,
101.125,195.7,
101.167,195.7,
101.208,195.7,
101.25,195.7,
101.292,195.7,
101.333,195.7,
101.375,195.7,
101.417,194.8,
101.458,195.7,
101.5,195.7,
101.542,194.8,
101.583,194.8,
101.625,194.8,
101.667,195.7,
101.708,194.8,
101.75,195.7,
101.792,194.8,
101.833,194.8,
101.875,194.8,
101.917,194.8,
101.958,195.7,
102,193.1,
102.042,193.1,
102.083,193.1,
102.125,193.1,
102.167,193.1,
102.208,193.1,
102.25,193.1,
102.292,193.1,
102.333,193.1,
102.375,193.1,
102.417,193.1,
102.458,193.1,
102.5,193.1,
102.542,193.1,
102.583,193.1,
102.625,193.1,
102.667,193.1,
102.708,193.1,
102.75,193.1,
102.792,172.8,
102.833,182.5,
102.875,193.1,
102.917,193.1,
102.958,193.1,
103,193.4,
103.042,192.5,
103.083,193.4,
103.125,192.5,
103.167,192.5,
103.208,192.5,
103.25,192.5,
103.292,192.5,
103.333,192.5,
103.375,192.5,
103.417,192.5,
103.458,192.5,
103.5,192.5,
103.542,192.5,
103.583,192.5,
103.625,192.5,
103.667,192.5,
103.708,192.5,
103.75,192.5,
103.792,192.5,
103.833,192.5,
103.875,192.5,
103.917,192.5,
103.958,192.5,
104,190.3,
104.042,190.3,
104.083,190.3,
104.125,190.3,
104.167,190.3,
104.208,190.3,
104.25,190.3,
104.292,190.3,
104.333,191.2,
104.375,190.3,
104.417,190.3,
104.458,166.5,
104.5,191.2,
104.542,190.3,
104.583,190.3,
104.625,190.3,
104.667,190.3,
104.708,190.3,
104.75,190.3,
104.792,190.3,
104.833,190.3,
104.875,190.3,
104.917,190.3,
104.958,190.3,
105,189.9,
105.042,189.9,
105.083,189.9,
105.125,189.9,
105.167,189.9,
105.208,189.9,
105.25,189.9,
105.292,189.9,
105.333,189.9,
105.375,189.1,
105.417,189.9,
105.458,189.9,
105.5,189.9,
105.542,189.9,
105.583,189.9,
105.625,189.9,
105.667,189.9,
105.708,189.9,
105.75,189.1,
105.792,189.9,
105.833,189.1,
105.875,189.1,
105.917,189.1,
105.958,189.1,
106,189.7,
106.042,189.7,
106.083,189.7,
106.125,189.7,
106.167,189.7,
106.208,189.7,
106.25,189.7,
106.292,189.7,
106.333,189.7,
106.375,189.7,
106.417,189.7,
106.458,189.7,
106.5,189.7,
106.542,189.7,
106.583,189.7,
106.625,189.7,
106.667,189.7,
106.708,189.7,
106.75,189.7,
106.792,189.7,
106.833,189.7,
106.875,189.7,
106.917,189.7,
106.958,189.7,
107,189.8,
107.042,189.8,
107.083,189.8,
107.125,189.8,
107.167,189.8,
107.208,189.8,
107.25,189.8,
107.292,188.9,
107.333,188.9,
107.375,189.8,
107.417,189.8,
107.458,189.8,
107.5,189.8,
107.542,189.8,
107.583,189.8,
107.625,189.8,
107.667,189.8,
107.708,189.8,
107.75,189.8,
107.792,189.8,
107.833,189.8,
107.875,189.8,
107.917,189.8,
107.958,189.8,
108,188.2,
108.042,189,
108.083,189,
108.125,189,
108.167,189,
108.208,189,
108.25,189,
108.292,188.2,
108.333,188.2,
108.375,188.2,
108.417,189,
108.458,189,
108.5,188.2,
108.542,189,
108.583,188.2,
108.625,189,
108.667,188.2,
108.708,188.2,
108.75,188.2,
108.792,188.2,
108.833,188.2,
108.875,188.2,
108.917,188.2,
108.958,188.2,
109,187,
109.042,187,
109.083,187,
109.125,187,
109.167,187,
109.208,187,
109.25,187,
109.292,187,
109.333,187,
109.375,187,
109.417,187,
109.458,187,
109.5,187,
109.542,187,
109.583,187,
109.625,187,
109.667,187,
109.708,187,
109.75,186.2,
109.792,186.2,
109.833,186.2,
109.875,187,
109.917,186.2,
109.958,187,
110,186.9,
110.042,186.9,
110.083,186.9,
110.125,187.8,
110.167,186.9,
110.208,186.9,
110.25,186.9,
110.292,186.9,
110.333,186.9,
110.375,186.9,
110.417,186.9,
110.458,186.9,
110.5,186.9,
110.542,186.9,
110.583,186.9,
110.625,186.9,
110.667,186.9,
110.708,186.9,
110.75,186.9,
110.792,186.9,
110.833,186,
110.875,186.9,
110.917,186.9,
110.958,186,
111,184.8,
111.042,185.7,
111.083,184.8,
111.125,185.7,
111.167,184.8,
111.208,185.7,
111.25,184.8,
111.292,184.8,
111.333,185.7,
111.375,185.7,
111.417,184.8,
111.458,184.8,
111.5,184.8,
111.542,184.8,
111.583,184.8,
111.625,184.8,
111.667,184.8,
111.708,184.8,
111.75,184.8,
111.792,184.8,
111.833,184.8,
111.875,184.8,
111.917,184.8,
111.958,184.8,
112,184.6,
112.042,184.6,
112.083,184.6,
112.125,184.6,
112.167,184.6,
112.208,184.6,
112.25,184.6,
112.292,184.6,
112.333,184.6,
112.375,183.7,
112.417,183.7,
112.458,183.7,
112.5,183.7,
112.542,184.6,
112.583,183.7,
112.625,183.7,
112.667,183.7,
112.708,183.7,
112.75,183.7,
112.792,183.7,
112.833,183.7,
112.875,183.7,
112.917,183.7,
112.958,183.7,
113,183.2,
113.042,182.3,
113.083,183.2,
113.125,183.2,
113.167,183.2,
113.208,182.3,
113.25,182.3,
113.292,182.3,
113.333,182.3,
113.375,182.3,
113.417,183.2,
113.458,183.2,
113.5,183.2,
113.542,182.3,
113.583,182.3,
113.625,182.3,
113.667,182.3,
113.708,182.3,
113.75,182.3,
113.792,182.3,
113.833,181.4,
113.875,182.3,
113.917,182.3,
113.958,182.3,
114,181.6,
114.042,181.6,
114.083,181.6,
114.125,181.6,
114.167,180.8,
114.208,180.8,
114.25,181.6,
114.292,181.6,
114.333,181.6,
114.375,181.6,
114.417,181.6,
114.458,181.6,
114.5,181.6,
114.542,181.6,
114.583,180.8,
114.625,181.6,
114.667,180.8,
114.708,180.8,
114.75,180.8,
114.792,180.8,
114.833,180.8,
114.875,180.8,
114.917,180.8,
114.958,180.8,
115,180.1,
115.042,180.1,
115.083,180.1,
115.125,180.1,
115.167,180.1,
115.208,180.1,
115.25,180.1,
115.292,180.1,
115.333,180.1,
115.375,180.1,
115.417,180.1,
115.458,180.1,
115.5,180.1,
115.542,179.2,
115.583,179.2,
115.625,179.2,
115.667,180.1,
115.708,179.2,
115.75,179.2,
115.792,179.2,
115.833,179.2,
115.875,179.2,
115.917,179.2,
115.958,179.2,
116,178.7,
116.042,178.7,
116.083,178.7,
116.125,178.7,
116.167,178.7,
116.208,178.7,
116.25,178.7,
116.292,178.7,
116.333,178.7,
116.375,178.7,
116.417,178.7,
116.458,178.7,
116.5,178.7,
116.542,177.8,
116.583,177.8,
116.625,177.8,
116.667,177.8,
116.708,177.8,
116.75,177.8,
116.792,177.8,
116.833,177.8,
116.875,177.8,
116.917,177.8,
116.958,177.8,
117,177.8,
117.042,177.8,
117.083,177.8,
117.125,177.8,
117.167,177.8,
117.208,177.8,
117.25,177.8,
117.292,177.8,
117.333,177.8,
117.375,146,
117.417,145.2,
117.458,145.2,
117.5,144.3,
117.542,144.3,
117.583,144.3,
117.625,144.3,
117.667,144.3,
117.708,164.1,
117.75,161.5,
117.792,144.3,
117.833,144.3,
117.875,144.3,
117.917,144.3,
117.958,144.3,
118,142.5,
118.042,142.5,
118.083,142.5,
118.125,142.5,
118.167,142.5,
118.208,142.5,
118.25,142.5,
118.292,142.5,
118.333,142.5,
118.375,142.5,
118.417,142.5,
118.458,142.5,
118.5,142.5,
118.542,142.5,
118.583,152.6,
118.625,161.1,
118.667,143.3,
118.708,161.1,
118.75,175.5,
118.792,174.7,
118.833,174.7,
118.875,174.7,
118.917,174.7,
118.958,174.7,
119,175.6,
119.042,174.8,
119.083,174.8,
119.125,174.8,
119.167,174.8,
119.208,174.8,
119.25,174.8,
119.292,174.8,
119.333,174.8,
119.375,174.8,
119.417,174.8,
119.458,151.7,
119.5,142.4,
119.542,142.4,
119.583,142.4,
119.625,142.4,
119.667,142.4,
119.708,142.4,
119.75,142.4,
119.792,142.4,
119.833,142.4,
119.875,142.4,
119.917,142.4,
119.958,142.4,
120,141.6,
120.042,141.6,
120.083,141.6,
120.125,141.6,
120.167,141.6,
120.208,141.6,
120.25,141.6,
120.292,141.6,
120.333,141.6,
120.375,141.6,
120.417,141.6,
120.458,141.6,
120.5,141.6,
120.542,141.6,
120.583,141.6,
120.625,141.6,
120.667,141.6,
120.708,141.6,
120.75,141.6,
120.792,141.6,
120.833,141.6,
120.875,141.6,
120.917,141.6,
120.958,141.6,
121,140.2,
121.042,141.1,
121.083,140.2,
121.125,141.1,
121.167,140.2,
121.208,140.2,
121.25,140.2,
121.292,140.2,
121.333,140.2,
121.375,140.2,
121.417,141.1,
121.458,141.1,
121.5,141.1,
121.542,140.2,
121.583,140.2,
121.625,140.2,
121.667,140.2,
121.708,140.2,
121.75,140.2,
121.792,140.2,
121.833,140.2,
121.875,140.2,
121.917,140.2,
121.958,140.2,
122,139.1,
122.042,139.1,
122.083,139.1,
122.125,139.1,
122.167,139.1,
122.208,139.1,
122.25,139.1,
122.292,139.1,
122.333,139.1,
122.375,139.1,
122.417,139.1,
122.458,139.1,
122.5,139.1,
122.542,139.1,
122.583,138.2,
122.625,139.1,
122.667,138.2,
122.708,138.2,
122.75,138.2,
122.792,138.2,
122.833,138.2,
122.875,138.2,
122.917,138.2,
122.958,138.2,
123,138.6,
123.042,138.6,
123.083,138.6,
123.125,138.6,
123.167,138.6,
123.208,138.6,
123.25,138.6,
123.292,139.5,
123.333,139.5,
123.375,138.6,
123.417,138.6,
123.458,138.6,
123.5,138.6,
123.542,138.6,
123.583,138.6,
123.625,138.6,
123.667,138.6,
123.708,138.6,
123.75,138.6,
123.792,138.6,
123.833,138.6,
123.875,138.6,
123.917,139.5,
123.958,139.5,
124,139.3,
124.042,139.3,
124.083,138.4,
124.125,138.4,
124.167,139.3,
124.208,138.4,
124.25,139.3,
124.292,139.3,
124.333,139.3,
124.375,139.3,
124.417,138.4,
124.458,138.4,
124.5,138.4,
124.542,138.4,
124.583,138.4,
124.625,138.4,
124.667,138.4,
124.708,138.4,
124.75,138.4,
124.792,138.4,
124.833,139.3,
124.875,139.3,
124.917,138.4,
124.958,138.4,
125,138.3,
125.042,138.3,
125.083,138.3,
125.125,139.1,
125.167,139.1,
125.208,138.3,
125.25,139.1,
125.292,139.1,
125.333,139.1,
125.375,139.1,
125.417,139.1,
125.458,138.3,
125.5,138.3,
125.542,138.3,
125.583,139.1,
125.625,139.1,
125.667,138.3,
125.708,139.1,
125.75,139.1,
125.792,138.3,
125.833,138.3,
125.875,138.3,
125.917,139.1,
125.958,139.1,
126,137.1,
126.042,137.9,
126.083,137.1,
126.125,137.9,
126.167,137.1,
126.208,137.1,
126.25,137.9,
126.292,137.9,
126.333,137.9,
126.375,137.9,
126.417,137.9,
126.458,137.9,
126.5,137.1,
126.542,137.1,
126.583,137.1,
126.625,137.1,
126.667,137.1,
126.708,137.1,
126.75,137.1,
126.792,137.1,
126.833,137.1,
126.875,137.1,
126.917,139.5,
126.958,168.6,
127,140.4,
127.042,139.7,
127.083,139.7,
127.125,140.4,
127.167,140.4,
127.208,140.4,
127.25,140.4,
127.292,140.4,
127.333,140.4,
127.375,139.7,
127.417,139.7,
127.458,140.4,
127.5,140.4,
127.542,140.4,
127.583,139.7,
127.625,139.7,
127.667,139.7,
127.708,140.4,
127.75,139.7,
127.792,139.7,
127.833,140.4,
127.875,140.4,
127.917,140.4,
127.958,140.4,
128,170.2,
128.042,170.2,
128.083,169.4,
128.125,170.2,
128.167,170.2,
128.208,170.2,
128.25,170.2,
128.292,170.2,
128.333,170.2,
128.375,171.1,
128.417,170.2,
128.458,170.2,
128.5,170.2,
128.542,171.1,
128.583,170.2,
128.625,170.2,
128.667,170.2,
128.708,170.2,
128.75,170.2,
128.792,170.2,
128.833,170.2,
128.875,170.2,
128.917,171.1,
128.958,171.1,
129,174.8,
129.042,174.8,
129.083,174.8,
129.125,174.8,
129.167,174.8,
129.208,174.8,
129.25,174.8,
129.292,174.8,
129.333,174.8,
129.375,174.8,
129.417,174.8,
129.458,174.8,
129.5,174.8,
129.542,174.8,
129.583,152.5,
129.625,147.4,
129.667,174.8,
129.708,174.8,
129.75,174.8,
129.792,174.8,
129.833,174.8,
129.875,174.8,
129.917,174.8,
129.958,174.8,
130,171,
130.042,170.1,
130.083,171,
130.125,170.1,
130.167,170.1,
130.208,170.1,
130.25,170.1,
130.292,171,
130.333,171,
130.375,171,
130.417,171,
130.458,171,
130.5,171,
130.542,171,
130.583,171,
130.625,171,
130.667,171,
130.708,171,
130.75,171,
130.792,170.1,
130.833,171,
130.875,171,
130.917,171,
130.958,170.1,
131,172.6,
131.042,172.6,
131.083,172.6,
131.125,172.6,
131.167,172.6,
131.208,173.4,
131.25,172.6,
131.292,173.4,
131.333,173.4,
131.375,173.4,
131.417,172.6,
131.458,172.6,
131.5,172.6,
131.542,172.6,
131.583,172.6,
131.625,172.6,
131.667,172.6,
131.708,172.6,
131.75,173.4,
131.792,172.6,
131.833,172.6,
131.875,172.6,
131.917,172.6,
131.958,172.6,
132,172.3,
132.042,172.3,
132.083,172.3,
132.125,172.3,
132.167,172.3,
132.208,173.1,
132.25,172.3,
132.292,173.1,
132.333,173.1,
132.375,173.1,
132.417,173.1,
132.458,173.1,
132.5,173.1,
132.542,173.1,
132.583,172.3,
132.625,172.3,
132.667,173.1,
132.708,173.1,
132.75,173.1,
132.792,172.3,
132.833,172.3,
132.875,172.3,
132.917,173.1,
132.958,173.1,
133,172.4,
133.042,172.4,
133.083,172.4,
133.125,172.4,
133.167,172.4,
133.208,172.4,
133.25,173.2,
133.292,173.2,
133.333,172.4,
133.375,173.2,
133.417,173.2,
133.458,173.2,
133.5,172.4,
133.542,172.4,
133.583,172.4,
133.625,172.4,
133.667,172.4,
133.708,172.4,
133.75,173.2,
133.792,173.2,
133.833,173.2,
133.875,173.2,
133.917,172.4,
133.958,173.2,
134,172.8,
134.042,172,
134.083,172.8,
134.125,172,
134.167,172.8,
134.208,172.8,
134.25,172,
134.292,172.8,
134.333,172.8,
134.375,173.7,
134.417,172.8,
134.458,172.8,
134.5,172.8,
134.542,172.8,
134.583,172.8,
134.625,172.8,
134.667,172,
134.708,172.8,
134.75,172.8,
134.792,172.8,
134.833,172.8,
134.875,172.8,
134.917,172.8,
134.958,172.8,
135,172.2,
135.042,172.2,
135.083,172.2,
135.125,172.2,
135.167,172.2,
135.208,172.2,
135.25,173.1,
135.292,172.2,
135.333,172.2,
135.375,172.2,
135.417,173.1,
135.458,172.2,
135.5,173.1,
135.542,173.1,
135.583,173.1,
135.625,173.1,
135.667,173.1,
135.708,173.1,
135.75,173.1,
135.792,173.1,
135.833,172.2,
135.875,173.1,
135.917,173.1,
135.958,173.9,
136,173.2,
136.042,173.2,
136.083,173.2,
136.125,173.2,
136.167,172.4,
136.208,173.2,
136.25,172.4,
136.292,173.2,
136.333,173.2,
136.375,173.2,
136.417,173.2,
136.458,173.2,
136.5,174.1,
136.542,174.1,
136.583,174.1,
136.625,174.1,
136.667,174.1,
136.708,174.1,
136.75,174.1,
136.792,174.1,
136.833,174.1,
136.875,174.9,
136.917,174.9,
136.958,174.9,
137,175.2,
137.042,176.1,
137.083,176.1,
137.125,176.1,
137.167,176.1,
137.208,176.1,
137.25,176.1,
137.292,176.1,
137.333,176.1,
137.375,176.1,
137.417,176.9,
137.458,176.9,
137.5,176.9,
137.542,176.9,
137.583,176.9,
137.625,176.9,
137.667,176.9,
137.708,176.9,
137.75,176.9,
137.792,176.9,
137.833,176.9,
137.875,177.8,
137.917,177.8,
137.958,177.8,
138,180.7,
138.042,180.7,
138.083,180.7,
138.125,180.7,
138.167,179.8,
138.208,180.7,
138.25,179.8,
138.292,179.8,
138.333,179.8,
138.375,180.7,
138.417,180.7,
138.458,180.7,
138.5,180.7,
138.542,180.7,
138.583,180.7,
138.625,180.7,
138.667,180.7,
138.708,180.7,
138.75,180.7,
138.792,180.7,
138.833,180.7,
138.875,180.7,
138.917,180.7,
138.958,180.7,
139,180.9,
139.042,180.9,
139.083,180.9,
139.125,180.9,
139.167,180.9,
139.208,180.9,
139.25,180.9,
139.292,180.9,
139.333,180.9,
139.375,180.9,
139.417,180.9,
139.458,180.9,
139.5,181.8,
139.542,180.9,
139.583,181.8,
139.625,181.8,
139.667,180.9,
139.708,181.8,
139.75,180.9,
139.792,181.8,
139.833,180.9,
139.875,181.8,
139.917,181.8,
139.958,181.8,
140,182.6,
140.042,182.6,
140.083,182.6,
140.125,182.6,
140.167,182.6,
140.208,182.6,
140.25,182.6,
140.292,181.7,
140.333,181.7,
140.375,181.7,
140.417,181.7,
140.458,182.6,
140.5,182.6,
140.542,182.6,
140.583,182.6,
140.625,182.6,
140.667,182.6,
140.708,182.6,
140.75,182.6,
140.792,182.6,
140.833,182.6,
140.875,182.6,
140.917,182.6,
140.958,182.6,
141,184.3,
141.042,184.3,
141.083,184.3,
141.125,184.3,
141.167,183.4,
141.208,183.4,
141.25,183.4,
141.292,183.4,
141.333,183.4,
141.375,183.4,
141.417,184.3,
141.458,184.3,
141.5,184.3,
141.542,184.3,
141.583,184.3,
141.625,184.3,
141.667,184.3,
141.708,184.3,
141.75,184.3,
141.792,184.3,
141.833,184.3,
141.875,184.3,
141.917,184.3,
141.958,184.3,
142,184.1,
142.042,184.1,
142.083,184.1,
142.125,184.1,
142.167,184.1,
142.208,184.1,
142.25,184.1,
142.292,184.1,
142.333,184.1,
142.375,184.1,
142.417,184.1,
142.458,184.1,
142.5,184.1,
142.542,184.1,
142.583,184.1,
142.625,184.1,
142.667,184.1,
142.708,184.1,
142.75,184.1,
142.792,184.1,
142.833,184.1,
142.875,184.1,
142.917,184.1,
142.958,184.1,
143,183.8,
143.042,183.8,
143.083,183.8,
143.125,183.8,
143.167,183.8,
143.208,183.8,
143.25,183.8,
143.292,183.8,
143.333,183.8,
143.375,182.9,
143.417,183.8,
143.458,183.8,
143.5,183.8,
143.542,183.8,
143.583,184.6,
143.625,184.6,
143.667,183.8,
143.708,184.6,
143.75,184.6,
143.792,184.6,
143.833,184.6,
143.875,184.6,
143.917,184.6,
143.958,184.6,
144,183.3,
144.042,183.3,
144.083,183.3,
144.125,184.2,
144.167,183.3,
144.208,183.3,
144.25,183.3,
144.292,184.2,
144.333,184.2,
144.375,184.2,
144.417,183.3,
144.458,184.2,
144.5,184.2,
144.542,184.2,
144.583,184.2,
144.625,184.2,
144.667,184.2,
144.708,184.2,
144.75,185,
144.792,184.2,
144.833,184.2,
144.875,185,
144.917,185,
144.958,185,
145,186.3,
145.042,185.5,
145.083,186.3,
145.125,186.3,
145.167,186.3,
145.208,186.3,
145.25,186.3,
145.292,186.3,
145.333,186.3,
145.375,186.3,
145.417,186.3,
145.458,186.3,
145.5,186.3,
145.542,186.3,
145.583,186.3,
145.625,186.3,
145.667,187.2,
145.708,187.2,
145.75,186.3,
145.792,187.2,
145.833,187.2,
145.875,187.2,
145.917,187.2,
145.958,187.2,
146,187.8,
146.042,187.8,
146.083,187.8,
146.125,187.8,
146.167,187.8,
146.208,187.8,
146.25,187.8,
146.292,187.8,
146.333,188.6,
146.375,187.8,
146.417,188.6,
146.458,188.6,
146.5,188.6,
146.542,188.6,
146.583,188.6,
146.625,188.6,
146.667,188.6,
146.708,188.6,
146.75,188.6,
146.792,188.6,
146.833,188.6,
146.875,188.6,
146.917,188.6,
146.958,188.6,
147,189.3,
147.042,189.3,
147.083,189.3,
147.125,189.3,
147.167,189.3,
147.208,190.2,
147.25,189.3,
147.292,189.3,
147.333,189.3,
147.375,189.3,
147.417,190.2,
147.458,190.2,
147.5,190.2,
147.542,190.2,
147.583,189.3,
147.625,190.2,
147.667,189.3,
147.708,190.2,
147.75,190.2,
147.792,190.2,
147.833,189.3,
147.875,190.2,
147.917,190.2,
147.958,190.2,
148,191.4,
148.042,191.4,
148.083,191.4,
148.125,191.4,
148.167,191.4,
148.208,191.4,
148.25,190.5,
148.292,191.4,
148.333,190.5,
148.375,191.4,
148.417,190.5,
148.458,191.4,
148.5,191.4,
148.542,191.4,
148.583,191.4,
148.625,191.4,
148.667,191.4,
148.708,191.4,
148.75,191.4,
148.792,191.4,
148.833,191.4,
148.875,191.4,
148.917,191.4,
148.958,191.4,
149,192.6,
149.042,192.6,
149.083,192.6,
149.125,192.6,
149.167,192.6,
149.208,192.6,
149.25,192.6,
149.292,192.6,
149.333,192.6,
149.375,192.6,
149.417,192.6,
149.458,192.6,
149.5,192.6,
